MonthStart,Disease,PatientCount,ClaimAmount
1997-03-01,Social isolation (finding),2,1000
1997-06-01,Social isolation (finding),2,1000
1997-07-01,Social isolation (finding),1,500
1997-08-01,Social isolation (finding),2,1000
1997-09-01,Social isolation (finding),2,1000
1997-10-01,Social isolation (finding),2,1000
1998-01-01,Social isolation (finding),1,500
1998-02-01,Social isolation (finding),1,500
1998-03-01,Social isolation (finding),1,500
1998-04-01,Social isolation (finding),2,1000
1998-05-01,Social isolation (finding),1,500
1998-06-01,Social isolation (finding),2,1000
1998-07-01,Social isolation (finding),2,1000
1998-09-01,Social isolation (finding),1,500
1998-10-01,Social isolation (finding),1,500
1998-11-01,Social isolation (finding),1,500
1998-12-01,Social isolation (finding),1,500
1999-01-01,Social isolation (finding),1,500
1999-02-01,Social isolation (finding),1,500
1999-03-01,Social isolation (finding),2,1000
1999-05-01,Social isolation (finding),1,500
1999-06-01,Social isolation (finding),2,1000
1999-07-01,Social isolation (finding),1,500
1999-08-01,Social isolation (finding),2,1000
1999-09-01,Social isolation (finding),1,500
1999-10-01,Social isolation (finding),4,2000
1999-11-01,Social isolation (finding),2,1000
1999-12-01,Social isolation (finding),2,1000
2000-01-01,Social isolation (finding),1,500
2000-03-01,Social isolation (finding),3,1500
2000-04-01,Social isolation (finding),1,500
2000-06-01,Social isolation (finding),1,500
2000-09-01,Social isolation (finding),1,500
2000-10-01,Social isolation (finding),1,500
2000-11-01,Social isolation (finding),3,1500
2000-12-01,Social isolation (finding),1,500
2001-02-01,Social isolation (finding),2,1000
2001-04-01,Social isolation (finding),1,500
2001-06-01,Social isolation (finding),2,1000
2001-08-01,Social isolation (finding),2,1000
2001-09-01,Social isolation (finding),1,500
2001-11-01,Social isolation (finding),2,1000
2002-01-01,Social isolation (finding),1,500
2002-03-01,Social isolation (finding),2,1000
2002-05-01,Social isolation (finding),3,1500
2002-06-01,Social isolation (finding),1,500
2002-07-01,Social isolation (finding),1,500
2002-08-01,Social isolation (finding),2,1000
2002-10-01,Social isolation (finding),2,1000
2003-02-01,Social isolation (finding),3,1500
2003-03-01,Social isolation (finding),1,500
2003-04-01,Social isolation (finding),1,500
2003-05-01,Social isolation (finding),1,500
2003-06-01,Social isolation (finding),1,500
2003-07-01,Social isolation (finding),4,2000
2003-08-01,Social isolation (finding),1,500
2003-11-01,Social isolation (finding),1,500
2003-12-01,Social isolation (finding),1,500
2004-01-01,Social isolation (finding),3,1500
2004-02-01,Social isolation (finding),1,500
2004-04-01,Social isolation (finding),2,1000
2004-05-01,Social isolation (finding),2,1000
2004-06-01,Social isolation (finding),2,1000
2004-09-01,Social isolation (finding),2,1000
2004-10-01,Social isolation (finding),1,500
2004-11-01,Social isolation (finding),2,1000
2004-12-01,Social isolation (finding),2,1000
2005-01-01,Social isolation (finding),2,1000
2005-03-01,Social isolation (finding),2,1000
2005-04-01,Social isolation (finding),2,1000
2005-05-01,Social isolation (finding),2,1000
2005-06-01,Social isolation (finding),3,1500
2005-07-01,Social isolation (finding),3,1500
2005-08-01,Social isolation (finding),1,500
2005-09-01,Social isolation (finding),3,1500
2005-11-01,Social isolation (finding),1,500
2005-12-01,Social isolation (finding),2,1000
2006-01-01,Social isolation (finding),6,3000
2006-02-01,Social isolation (finding),3,1500
2006-03-01,Social isolation (finding),1,500
2006-04-01,Social isolation (finding),1,500
2006-05-01,Social isolation (finding),1,500
2006-06-01,Social isolation (finding),2,1000
2006-07-01,Social isolation (finding),3,1500
2006-08-01,Social isolation (finding),1,500
2006-09-01,Social isolation (finding),1,500
2006-10-01,Social isolation (finding),1,500
2006-12-01,Social isolation (finding),2,1000
2007-02-01,Social isolation (finding),3,1500
2007-03-01,Social isolation (finding),1,500
2007-04-01,Social isolation (finding),2,1000
2007-05-01,Social isolation (finding),1,500
2007-06-01,Social isolation (finding),1,500
2007-07-01,Social isolation (finding),2,1000
2007-08-01,Social isolation (finding),3,1500
2007-10-01,Social isolation (finding),2,1000
2007-11-01,Social isolation (finding),2,1000
2007-12-01,Social isolation (finding),3,1500
2008-01-01,Social isolation (finding),2,1000
2008-03-01,Social isolation (finding),4,2000
2008-04-01,Social isolation (finding),4,2000
2008-05-01,Social isolation (finding),1,500
2008-06-01,Social isolation (finding),2,1000
2008-08-01,Social isolation (finding),3,1500
2008-11-01,Social isolation (finding),3,1500
2008-12-01,Social isolation (finding),1,500
2009-01-01,Social isolation (finding),1,500
2009-03-01,Social isolation (finding),2,1000
2009-04-01,Social isolation (finding),2,1000
2009-05-01,Social isolation (finding),3,1500
2009-06-01,Social isolation (finding),1,500
2009-07-01,Social isolation (finding),3,1500
2009-09-01,Social isolation (finding),2,1000
2009-10-01,Social isolation (finding),2,1000
2009-11-01,Social isolation (finding),4,2000
2009-12-01,Social isolation (finding),4,2000
2010-01-01,Social isolation (finding),1,500
2010-02-01,Social isolation (finding),5,2500
2010-03-01,Social isolation (finding),1,500
2010-04-01,Social isolation (finding),3,1500
2010-05-01,Social isolation (finding),2,1000
2010-06-01,Social isolation (finding),2,1000
2010-07-01,Social isolation (finding),2,1000
2010-08-01,Social isolation (finding),4,2000
2010-09-01,Social isolation (finding),2,1000
2010-10-01,Social isolation (finding),6,3000
2010-11-01,Social isolation (finding),1,500
2010-12-01,Social isolation (finding),4,2000
2011-01-01,Social isolation (finding),5,2500
2011-02-01,Social isolation (finding),1,500
2011-03-01,Social isolation (finding),2,1000
2011-04-01,Social isolation (finding),3,1500
2011-06-01,Social isolation (finding),4,2000
2011-07-01,Social isolation (finding),2,1000
2011-09-01,Social isolation (finding),4,2000
2011-10-01,Social isolation (finding),2,1000
2011-11-01,Social isolation (finding),1,500
2011-12-01,Social isolation (finding),2,1000
2012-01-01,Social isolation (finding),2,1000
2012-03-01,Social isolation (finding),2,1000
2012-05-01,Social isolation (finding),1,500
2012-06-01,Social isolation (finding),1,500
2012-07-01,Social isolation (finding),3,1500
2012-08-01,Social isolation (finding),4,2000
2012-09-01,Social isolation (finding),2,1000
2012-10-01,Social isolation (finding),5,2500
2012-11-01,Social isolation (finding),5,2500
2012-12-01,Social isolation (finding),2,1000
2013-01-01,Social isolation (finding),3,1500
2013-02-01,Social isolation (finding),3,1500
2013-03-01,Social isolation (finding),5,2500
2013-04-01,Social isolation (finding),5,2500
2013-05-01,Social isolation (finding),6,3000
2013-06-01,Social isolation (finding),2,1000
2013-07-01,Social isolation (finding),5,2500
2013-08-01,Social isolation (finding),9,4500
2013-09-01,Social isolation (finding),6,3000
2013-10-01,Social isolation (finding),7,3500
2013-11-01,Social isolation (finding),1,500
2013-12-01,Social isolation (finding),5,2500
2014-01-01,Social isolation (finding),2,1000
2014-02-01,Social isolation (finding),5,2500
2014-03-01,Social isolation (finding),6,3000
2014-04-01,Social isolation (finding),7,3500
2014-05-01,Social isolation (finding),8,4000
2014-06-01,Social isolation (finding),4,2000
2014-07-01,Social isolation (finding),5,2500
2014-08-01,Social isolation (finding),10,5000
2014-09-01,Social isolation (finding),2,1000
2014-10-01,Social isolation (finding),3,1500
2014-11-01,Social isolation (finding),3,1500
2014-12-01,Social isolation (finding),5,2500
2015-01-01,Social isolation (finding),12,6000
2015-02-01,Social isolation (finding),12,6000
2015-03-01,Social isolation (finding),9,4500
2015-04-01,Social isolation (finding),9,4500
2015-05-01,Social isolation (finding),9,4500
2015-06-01,Social isolation (finding),8,4000
2015-07-01,Social isolation (finding),8,4000
2015-08-01,Social isolation (finding),6,3000
2015-09-01,Social isolation (finding),10,5000
2015-10-01,Social isolation (finding),4,2000
2015-11-01,Social isolation (finding),8,4000
2015-12-01,Social isolation (finding),5,2500
2016-01-01,Social isolation (finding),9,4500
2016-02-01,Social isolation (finding),17,8500
2016-03-01,Social isolation (finding),13,6500
2016-04-01,Social isolation (finding),15,7500
2016-05-01,Social isolation (finding),10,5000
2016-06-01,Social isolation (finding),4,2000
2016-07-01,Social isolation (finding),11,5500
2016-08-01,Social isolation (finding),12,6000
2016-09-01,Social isolation (finding),5,2500
2016-10-01,Social isolation (finding),5,2500
2016-11-01,Social isolation (finding),10,5000
2016-12-01,Social isolation (finding),6,3000
2017-01-01,Social isolation (finding),6,3000
2017-02-01,Social isolation (finding),4,2000
2017-03-01,Social isolation (finding),15,7500
2017-04-01,Social isolation (finding),5,2500
2017-05-01,Social isolation (finding),13,6500
2017-06-01,Social isolation (finding),8,4000
2017-07-01,Social isolation (finding),16,8000
2017-08-01,Social isolation (finding),5,2500
2017-09-01,Social isolation (finding),8,4000
2017-10-01,Social isolation (finding),7,3500
2017-11-01,Social isolation (finding),16,8000
2017-12-01,Social isolation (finding),11,5500
2018-01-01,Social isolation (finding),7,3500
2018-02-01,Social isolation (finding),8,4000
2018-03-01,Social isolation (finding),14,7000
2018-04-01,Social isolation (finding),5,2500
2018-05-01,Social isolation (finding),9,4500
2018-06-01,Social isolation (finding),11,5500
2018-07-01,Social isolation (finding),7,3500
2018-08-01,Social isolation (finding),8,4000
2018-09-01,Social isolation (finding),12,6000
2018-10-01,Social isolation (finding),12,6000
2018-11-01,Social isolation (finding),13,6500
2018-12-01,Social isolation (finding),7,3500
2019-01-01,Social isolation (finding),7,3500
2019-02-01,Social isolation (finding),8,4000
2019-03-01,Social isolation (finding),20,10000
2019-04-01,Social isolation (finding),13,6500
2019-05-01,Social isolation (finding),7,3500
2019-06-01,Social isolation (finding),11,5500
2019-07-01,Social isolation (finding),10,5000
2019-08-01,Social isolation (finding),10,5000
2019-09-01,Social isolation (finding),5,2500
2019-10-01,Social isolation (finding),6,3000
2019-11-01,Social isolation (finding),12,6000
2019-12-01,Social isolation (finding),8,4000
2020-01-01,Social isolation (finding),4,2000
2020-02-01,Social isolation (finding),13,6500
2020-03-01,Social isolation (finding),21,10500
2020-04-01,Social isolation (finding),8,4000
2020-05-01,Social isolation (finding),11,5500
2020-06-01,Social isolation (finding),6,3000
2020-07-01,Social isolation (finding),11,5500
2020-08-01,Social isolation (finding),9,4500
2020-09-01,Social isolation (finding),12,6000
2020-10-01,Social isolation (finding),9,4500
2020-11-01,Social isolation (finding),6,3000
2020-12-01,Social isolation (finding),12,6000
2021-01-01,Social isolation (finding),9,4500
2021-02-01,Social isolation (finding),7,3500
2021-03-01,Social isolation (finding),13,6500
2021-04-01,Social isolation (finding),12,6000
2021-05-01,Social isolation (finding),12,6000
2021-06-01,Social isolation (finding),12,6000
2021-07-01,Social isolation (finding),14,7000
2021-08-01,Social isolation (finding),13,6500
2021-09-01,Social isolation (finding),9,4500
2021-10-01,Social isolation (finding),8,4000
2021-11-01,Social isolation (finding),11,5500
2021-12-01,Social isolation (finding),9,4500
2022-01-01,Social isolation (finding),10,5000
2022-02-01,Social isolation (finding),8,4000
2022-03-01,Social isolation (finding),10,5000
2022-04-01,Social isolation (finding),15,7500
2022-05-01,Social isolation (finding),11,5500
2022-06-01,Social isolation (finding),10,5000
2022-07-01,Social isolation (finding),7,3500
2022-08-01,Social isolation (finding),10,5000
2022-09-01,Social isolation (finding),12,6000
2022-10-01,Social isolation (finding),10,5000
2022-11-01,Social isolation (finding),8,4000
2022-12-01,Social isolation (finding),17,8500
2023-01-01,Social isolation (finding),15,7500
2023-02-01,Social isolation (finding),12,6000
2023-03-01,Social isolation (finding),11,5500
2023-04-01,Social isolation (finding),18,9000
2023-05-01,Social isolation (finding),15,7500
2023-06-01,Social isolation (finding),8,4000
2023-07-01,Social isolation (finding),7,3500
2023-08-01,Social isolation (finding),13,6500
2023-09-01,Social isolation (finding),13,6500
2023-10-01,Social isolation (finding),9,4500
2023-11-01,Social isolation (finding),5,2500
2023-12-01,Social isolation (finding),10,5000
2024-01-01,Social isolation (finding),9,4500
2024-02-01,Social isolation (finding),12,6000
2024-03-01,Social isolation (finding),10,5000
2024-04-01,Social isolation (finding),15,7500
2024-05-01,Social isolation (finding),5,2500
2024-06-01,Social isolation (finding),12,6000
2024-07-01,Social isolation (finding),16,8000
2024-08-01,Social isolation (finding),9,4500
2024-09-01,Social isolation (finding),8,4000
2024-10-01,Social isolation (finding),9,4500
2024-11-01,Social isolation (finding),13,6500
2024-12-01,Social isolation (finding),12,6000
2025-01-01,Social isolation (finding),10,5000
2025-02-01,Social isolation (finding),8,4000
2025-03-01,Social isolation (finding),18,9000
2025-04-01,Social isolation (finding),21,10500
2025-05-01,Social isolation (finding),9,4500
2025-06-01,Social isolation (finding),5,2500
2025-07-01,Social isolation (finding),12,6000
2025-08-01,Social isolation (finding),13,6500
2025-09-01,Social isolation (finding),14,7000
2025-10-01,Social isolation (finding),13,6500
2025-11-01,Social isolation (finding),11,5500
2025-12-01,Social isolation (finding),5,2500
2026-01-01,Social isolation (finding),18,9000
1936-10-01,Stress (finding),1,500
1941-12-01,Stress (finding),1,500
1947-01-01,Stress (finding),1,500
1947-07-01,Stress (finding),1,500
1951-07-01,Stress (finding),1,500
1954-08-01,Stress (finding),1,500
1955-12-01,Stress (finding),1,500
1957-08-01,Stress (finding),1,500
1957-10-01,Stress (finding),1,500
1959-07-01,Stress (finding),2,1000
1962-07-01,Stress (finding),1,500
1964-05-01,Stress (finding),1,500
1964-08-01,Stress (finding),1,500
1964-10-01,Stress (finding),1,500
1966-05-01,Stress (finding),1,500
1966-08-01,Stress (finding),1,500
1967-08-01,Stress (finding),1,500
1968-01-01,Stress (finding),2,1000
1968-04-01,Stress (finding),1,500
1968-05-01,Stress (finding),1,500
1968-10-01,Stress (finding),2,1000
1969-03-01,Stress (finding),1,500
1969-07-01,Stress (finding),2,1000
1970-06-01,Stress (finding),1,500
1970-09-01,Stress (finding),2,1000
1970-10-01,Stress (finding),1,500
1970-11-01,Stress (finding),1,500
1971-05-01,Stress (finding),1,500
1971-07-01,Stress (finding),1,500
1971-12-01,Stress (finding),1,500
1972-01-01,Stress (finding),2,1000
1972-02-01,Stress (finding),2,1000
1972-04-01,Stress (finding),1,500
1972-06-01,Stress (finding),1,500
1972-08-01,Stress (finding),1,500
1973-03-01,Stress (finding),1,500
1974-02-01,Stress (finding),2,1000
1974-06-01,Stress (finding),1,500
1974-11-01,Stress (finding),1,500
1975-01-01,Stress (finding),1,500
1975-07-01,Stress (finding),1,500
1975-12-01,Stress (finding),2,1000
1976-03-01,Stress (finding),1,500
1976-09-01,Stress (finding),1,500
1976-10-01,Stress (finding),1,500
1976-12-01,Stress (finding),1,500
1977-02-01,Stress (finding),1,500
1977-05-01,Stress (finding),1,500
1977-06-01,Stress (finding),1,500
1977-07-01,Stress (finding),1,500
1977-11-01,Stress (finding),1,500
1978-01-01,Stress (finding),1,500
1978-02-01,Stress (finding),1,500
1978-03-01,Stress (finding),1,500
1978-06-01,Stress (finding),1,500
1978-07-01,Stress (finding),2,1000
1978-10-01,Stress (finding),1,500
1978-12-01,Stress (finding),1,500
1979-03-01,Stress (finding),1,500
1979-04-01,Stress (finding),1,500
1979-06-01,Stress (finding),1,500
1979-07-01,Stress (finding),1,500
1979-09-01,Stress (finding),1,500
1979-11-01,Stress (finding),1,500
1979-12-01,Stress (finding),1,500
1980-01-01,Stress (finding),3,1500
1980-02-01,Stress (finding),2,1000
1980-03-01,Stress (finding),2,1000
1980-05-01,Stress (finding),2,1000
1980-06-01,Stress (finding),1,500
1981-01-01,Stress (finding),2,1000
1981-02-01,Stress (finding),1,500
1981-04-01,Stress (finding),1,500
1981-06-01,Stress (finding),1,500
1981-07-01,Stress (finding),1,500
1981-08-01,Stress (finding),2,1000
1981-10-01,Stress (finding),1,500
1981-11-01,Stress (finding),1,500
1981-12-01,Stress (finding),1,500
1982-04-01,Stress (finding),1,500
1982-06-01,Stress (finding),2,1000
1982-07-01,Stress (finding),1,500
1982-08-01,Stress (finding),1,500
1982-11-01,Stress (finding),2,1000
1982-12-01,Stress (finding),1,500
1983-01-01,Stress (finding),1,500
1983-04-01,Stress (finding),1,500
1983-08-01,Stress (finding),1,500
1983-09-01,Stress (finding),1,500
1983-11-01,Stress (finding),2,1000
1983-12-01,Stress (finding),3,1500
1984-01-01,Stress (finding),2,1000
1984-02-01,Stress (finding),1,500
1984-03-01,Stress (finding),1,500
1984-04-01,Stress (finding),1,500
1984-05-01,Stress (finding),1,500
1984-06-01,Stress (finding),1,500
1984-07-01,Stress (finding),3,1500
1984-10-01,Stress (finding),1,500
1985-02-01,Stress (finding),1,500
1985-04-01,Stress (finding),1,500
1985-05-01,Stress (finding),2,1000
1985-06-01,Stress (finding),1,500
1985-08-01,Stress (finding),2,1000
1985-09-01,Stress (finding),2,1000
1985-11-01,Stress (finding),3,1500
1986-01-01,Stress (finding),2,1000
1986-02-01,Stress (finding),2,1000
1986-03-01,Stress (finding),2,1000
1986-04-01,Stress (finding),1,500
1986-06-01,Stress (finding),2,1000
1986-07-01,Stress (finding),2,1000
1986-09-01,Stress (finding),1,500
1986-10-01,Stress (finding),1,500
1986-11-01,Stress (finding),1,500
1986-12-01,Stress (finding),2,1000
1987-01-01,Stress (finding),3,1500
1987-02-01,Stress (finding),1,500
1987-03-01,Stress (finding),2,1000
1987-05-01,Stress (finding),2,1000
1987-06-01,Stress (finding),1,500
1987-07-01,Stress (finding),1,500
1987-08-01,Stress (finding),2,1000
1987-09-01,Stress (finding),2,1000
1987-10-01,Stress (finding),2,1000
1987-11-01,Stress (finding),2,1000
1987-12-01,Stress (finding),3,1500
1988-01-01,Stress (finding),2,1000
1988-02-01,Stress (finding),7,3500
1988-03-01,Stress (finding),1,500
1988-05-01,Stress (finding),2,1000
1988-06-01,Stress (finding),1,500
1988-07-01,Stress (finding),1,500
1988-08-01,Stress (finding),1,500
1988-09-01,Stress (finding),1,500
1988-10-01,Stress (finding),1,500
1988-11-01,Stress (finding),1,500
1989-01-01,Stress (finding),1,500
1989-03-01,Stress (finding),5,2500
1989-04-01,Stress (finding),2,1000
1989-05-01,Stress (finding),2,1000
1989-07-01,Stress (finding),1,500
1989-08-01,Stress (finding),1,500
1989-09-01,Stress (finding),1,500
1989-10-01,Stress (finding),1,500
1989-11-01,Stress (finding),3,1500
1989-12-01,Stress (finding),1,500
1990-01-01,Stress (finding),3,1500
1990-02-01,Stress (finding),3,1500
1990-03-01,Stress (finding),1,500
1990-04-01,Stress (finding),2,1000
1990-06-01,Stress (finding),1,500
1990-09-01,Stress (finding),1,500
1990-10-01,Stress (finding),1,500
1990-11-01,Stress (finding),2,1000
1990-12-01,Stress (finding),1,500
1991-01-01,Stress (finding),2,1000
1991-02-01,Stress (finding),3,1500
1991-03-01,Stress (finding),3,1500
1991-04-01,Stress (finding),1,500
1991-05-01,Stress (finding),3,2000
1991-06-01,Stress (finding),2,1000
1991-07-01,Stress (finding),2,1000
1991-08-01,Stress (finding),2,1000
1991-09-01,Stress (finding),1,500
1991-10-01,Stress (finding),2,1000
1991-11-01,Stress (finding),3,1500
1992-01-01,Stress (finding),1,500
1992-02-01,Stress (finding),1,500
1992-03-01,Stress (finding),2,1000
1992-04-01,Stress (finding),2,1000
1992-05-01,Stress (finding),1,500
1992-09-01,Stress (finding),5,2500
1992-10-01,Stress (finding),1,500
1992-11-01,Stress (finding),1,500
1992-12-01,Stress (finding),1,500
1993-01-01,Stress (finding),1,500
1993-03-01,Stress (finding),2,1000
1993-05-01,Stress (finding),2,1000
1993-07-01,Stress (finding),1,500
1993-08-01,Stress (finding),2,1000
1993-09-01,Stress (finding),3,1500
1993-10-01,Stress (finding),2,1000
1993-11-01,Stress (finding),2,1000
1993-12-01,Stress (finding),1,500
1994-01-01,Stress (finding),4,2000
1994-02-01,Stress (finding),2,1000
1994-03-01,Stress (finding),2,1000
1994-04-01,Stress (finding),1,500
1994-05-01,Stress (finding),2,1000
1994-06-01,Stress (finding),4,2000
1994-07-01,Stress (finding),1,500
1994-08-01,Stress (finding),2,1000
1994-09-01,Stress (finding),2,1000
1994-10-01,Stress (finding),2,1000
1994-11-01,Stress (finding),2,1000
1994-12-01,Stress (finding),1,500
1995-01-01,Stress (finding),1,500
1995-02-01,Stress (finding),2,1000
1995-03-01,Stress (finding),1,500
1995-04-01,Stress (finding),2,1000
1995-05-01,Stress (finding),1,500
1995-06-01,Stress (finding),2,1000
1995-07-01,Stress (finding),1,500
1995-08-01,Stress (finding),2,1000
1995-09-01,Stress (finding),5,2500
1995-10-01,Stress (finding),2,1000
1995-11-01,Stress (finding),1,500
1995-12-01,Stress (finding),2,1000
1996-01-01,Stress (finding),2,1000
1996-02-01,Stress (finding),3,1500
1996-03-01,Stress (finding),1,500
1996-04-01,Stress (finding),1,500
1996-05-01,Stress (finding),5,2500
1996-06-01,Stress (finding),2,1000
1996-07-01,Stress (finding),1,500
1996-08-01,Stress (finding),2,1000
1996-09-01,Stress (finding),1,500
1996-10-01,Stress (finding),3,1500
1996-11-01,Stress (finding),2,1000
1996-12-01,Stress (finding),2,1000
1997-01-01,Stress (finding),2,1000
1997-02-01,Stress (finding),4,2000
1997-03-01,Stress (finding),3,1500
1997-04-01,Stress (finding),1,500
1997-05-01,Stress (finding),1,500
1997-06-01,Stress (finding),2,1000
1997-07-01,Stress (finding),2,1000
1997-08-01,Stress (finding),2,1000
1997-09-01,Stress (finding),2,1000
1997-10-01,Stress (finding),5,2500
1997-12-01,Stress (finding),3,1500
1998-01-01,Stress (finding),2,1000
1998-03-01,Stress (finding),2,1000
1998-04-01,Stress (finding),2,1000
1998-05-01,Stress (finding),1,500
1998-06-01,Stress (finding),4,2000
1998-07-01,Stress (finding),1,500
1998-08-01,Stress (finding),4,2000
1998-09-01,Stress (finding),2,1000
1998-10-01,Stress (finding),1,500
1998-11-01,Stress (finding),2,1000
1998-12-01,Stress (finding),1,500
1999-01-01,Stress (finding),4,2000
1999-02-01,Stress (finding),1,500
1999-03-01,Stress (finding),4,2000
1999-05-01,Stress (finding),2,1000
1999-06-01,Stress (finding),2,1000
1999-08-01,Stress (finding),1,500
1999-09-01,Stress (finding),1,500
1999-10-01,Stress (finding),5,2500
1999-11-01,Stress (finding),4,2000
1999-12-01,Stress (finding),3,1500
2000-01-01,Stress (finding),4,2000
2000-03-01,Stress (finding),3,1500
2000-04-01,Stress (finding),3,1500
2000-05-01,Stress (finding),3,1500
2000-06-01,Stress (finding),3,1500
2000-07-01,Stress (finding),3,1500
2000-09-01,Stress (finding),1,500
2000-10-01,Stress (finding),1,500
2000-11-01,Stress (finding),2,1000
2000-12-01,Stress (finding),1,500
2001-01-01,Stress (finding),3,1500
2001-02-01,Stress (finding),2,1000
2001-03-01,Stress (finding),3,1500
2001-04-01,Stress (finding),4,2000
2001-05-01,Stress (finding),1,500
2001-06-01,Stress (finding),2,1000
2001-07-01,Stress (finding),3,1500
2001-08-01,Stress (finding),3,1500
2001-09-01,Stress (finding),3,1500
2001-10-01,Stress (finding),2,1000
2001-11-01,Stress (finding),3,1500
2002-01-01,Stress (finding),2,1000
2002-02-01,Stress (finding),1,500
2002-03-01,Stress (finding),3,1500
2002-04-01,Stress (finding),3,1500
2002-05-01,Stress (finding),1,500
2002-06-01,Stress (finding),4,2000
2002-07-01,Stress (finding),1,1000
2002-08-01,Stress (finding),3,1500
2002-09-01,Stress (finding),1,500
2002-10-01,Stress (finding),2,1000
2002-11-01,Stress (finding),5,2500
2003-01-01,Stress (finding),5,2500
2003-02-01,Stress (finding),4,2000
2003-03-01,Stress (finding),6,3000
2003-04-01,Stress (finding),3,1500
2003-05-01,Stress (finding),1,500
2003-06-01,Stress (finding),5,2500
2003-07-01,Stress (finding),1,500
2003-08-01,Stress (finding),5,2500
2003-09-01,Stress (finding),4,2000
2003-10-01,Stress (finding),4,2000
2003-11-01,Stress (finding),5,2500
2003-12-01,Stress (finding),6,3000
2004-01-01,Stress (finding),4,2000
2004-02-01,Stress (finding),7,3500
2004-03-01,Stress (finding),1,500
2004-04-01,Stress (finding),2,1000
2004-05-01,Stress (finding),2,1000
2004-06-01,Stress (finding),3,1500
2004-07-01,Stress (finding),5,2500
2004-08-01,Stress (finding),3,1500
2004-09-01,Stress (finding),5,2500
2004-10-01,Stress (finding),1,500
2004-11-01,Stress (finding),7,3500
2004-12-01,Stress (finding),3,1500
2005-01-01,Stress (finding),5,2500
2005-02-01,Stress (finding),5,2500
2005-03-01,Stress (finding),6,3000
2005-04-01,Stress (finding),7,3500
2005-05-01,Stress (finding),3,1500
2005-06-01,Stress (finding),8,4000
2005-07-01,Stress (finding),3,1500
2005-08-01,Stress (finding),6,3000
2005-09-01,Stress (finding),2,1000
2005-10-01,Stress (finding),4,2000
2005-11-01,Stress (finding),3,1500
2005-12-01,Stress (finding),5,2500
2006-01-01,Stress (finding),5,2500
2006-02-01,Stress (finding),7,3500
2006-03-01,Stress (finding),8,4000
2006-04-01,Stress (finding),5,2500
2006-05-01,Stress (finding),4,2000
2006-06-01,Stress (finding),5,2500
2006-07-01,Stress (finding),5,2500
2006-08-01,Stress (finding),3,1500
2006-09-01,Stress (finding),2,1000
2006-10-01,Stress (finding),5,2500
2006-11-01,Stress (finding),1,500
2006-12-01,Stress (finding),7,3500
2007-01-01,Stress (finding),4,2000
2007-02-01,Stress (finding),7,3500
2007-03-01,Stress (finding),5,2500
2007-04-01,Stress (finding),4,2000
2007-05-01,Stress (finding),8,4000
2007-06-01,Stress (finding),4,2000
2007-07-01,Stress (finding),1,500
2007-08-01,Stress (finding),2,1000
2007-09-01,Stress (finding),3,1500
2007-10-01,Stress (finding),1,500
2007-11-01,Stress (finding),7,3500
2007-12-01,Stress (finding),4,2000
2008-01-01,Stress (finding),4,2000
2008-02-01,Stress (finding),2,1000
2008-03-01,Stress (finding),4,2000
2008-04-01,Stress (finding),4,2000
2008-05-01,Stress (finding),4,2000
2008-06-01,Stress (finding),5,2500
2008-07-01,Stress (finding),5,2500
2008-08-01,Stress (finding),7,3500
2008-09-01,Stress (finding),5,2500
2008-10-01,Stress (finding),4,2000
2008-11-01,Stress (finding),5,2500
2008-12-01,Stress (finding),5,2500
2009-01-01,Stress (finding),2,1000
2009-02-01,Stress (finding),5,2500
2009-03-01,Stress (finding),5,2500
2009-04-01,Stress (finding),6,3000
2009-05-01,Stress (finding),6,3000
2009-06-01,Stress (finding),4,2000
2009-07-01,Stress (finding),4,2000
2009-08-01,Stress (finding),3,1500
2009-09-01,Stress (finding),5,2500
2009-10-01,Stress (finding),3,1500
2009-11-01,Stress (finding),3,1500
2009-12-01,Stress (finding),8,4000
2010-01-01,Stress (finding),2,1000
2010-02-01,Stress (finding),3,1500
2010-03-01,Stress (finding),5,2500
2010-04-01,Stress (finding),11,5500
2010-05-01,Stress (finding),10,5000
2010-06-01,Stress (finding),10,5000
2010-07-01,Stress (finding),13,6500
2010-08-01,Stress (finding),8,4000
2010-09-01,Stress (finding),10,5000
2010-10-01,Stress (finding),9,4500
2010-11-01,Stress (finding),6,3000
2010-12-01,Stress (finding),3,1500
2011-01-01,Stress (finding),10,5000
2011-02-01,Stress (finding),5,2500
2011-03-01,Stress (finding),8,4000
2011-04-01,Stress (finding),10,5000
2011-05-01,Stress (finding),9,4500
2011-06-01,Stress (finding),13,6500
2011-07-01,Stress (finding),14,7000
2011-08-01,Stress (finding),2,1000
2011-09-01,Stress (finding),5,2500
2011-10-01,Stress (finding),7,3500
2011-11-01,Stress (finding),8,4000
2011-12-01,Stress (finding),10,5000
2012-01-01,Stress (finding),10,5000
2012-02-01,Stress (finding),14,7000
2012-03-01,Stress (finding),15,7500
2012-04-01,Stress (finding),8,4000
2012-05-01,Stress (finding),7,3500
2012-06-01,Stress (finding),9,4500
2012-07-01,Stress (finding),9,4500
2012-08-01,Stress (finding),11,5500
2012-09-01,Stress (finding),6,3000
2012-10-01,Stress (finding),14,7000
2012-11-01,Stress (finding),11,5500
2012-12-01,Stress (finding),10,5000
2013-01-01,Stress (finding),11,5500
2013-02-01,Stress (finding),9,4500
2013-03-01,Stress (finding),7,3500
2013-04-01,Stress (finding),7,3500
